timesteps,curriculum_stage,mean_reward,std_reward,mean_episode_length,std_episode_length,success_rate,collision_rate,safety_violation_rate,timeout_rate,mean_path_length,mean_final_goal_dist,mean_min_collision_clearance,mean_min_safety_clearance,success_mean_reward,success_mean_episode_length
2375000,4,145.41561511997133,71.46802065997917,100.0,31.551545128567,0.25,0.75,1.0,0.0,22.550455602817237,5.243140481412411,-0.016130920499563217,-0.2661309204995632,268.9218786582351,154.5
2400000,4,146.98603683063993,78.96588207431515,99.375,33.03762060136898,0.25,0.75,0.875,0.0,24.926880329847336,5.337901048362255,0.035479575395584106,-0.2145204395055771,283.6071292459965,156.5
2425000,4,226.37469604798025,95.05645913585323,128.875,37.11279260578487,0.625,0.375,0.375,0.0,24.518541901372373,2.9617966786026955,0.2305384874343872,-0.019461512565612793,299.90521415509863,157.6
2450000,4,99.19901560153812,5.232816568059737,79.5,2.3979157616563596,0.0,1.0,1.0,0.0,22.167820845730603,6.9871914982795715,-0.03891996294260025,-0.28891999274492264,nan,nan
2475000,4,200.64632106560748,100.85896608829289,119.625,39.40157833133084,0.5,0.5,0.5,0.0,24.291595745482482,3.769491784274578,0.17308363318443298,-0.07691638171672821,301.06698042037897,159.0
2500000,4,149.85036441346165,88.50316578398822,98.375,34.4707756657723,0.25,0.75,0.75,0.0,24.71431163942907,5.4638993218541145,0.0562412291765213,-0.19375883042812347,302.9896948594833,158.0
2525000,4,98.9624935304746,4.587073149975578,79.0,1.8708286933869707,0.0,1.0,1.0,0.0,21.92239803331904,7.03016871213913,-0.03440075367689133,-0.2844007983803749,nan,nan
2550000,4,149.37955593131483,80.13199372177512,100.25,32.53747839031168,0.25,0.75,0.75,0.0,24.4230567261111,5.2635460421442986,0.041726596653461456,-0.20827343314886093,288.0846180357039,156.5
2575000,4,99.12645558919758,4.1253053569681155,79.5,2.958039891549808,0.0,1.0,1.0,0.0,19.063897372339852,6.987226605415344,-0.03558214008808136,-0.28558219969272614,nan,nan
2600000,4,101.55987582309172,4.595931585748438,80.5,2.345207879911715,0.0,1.0,1.0,0.0,21.69642619707156,6.900606274604797,-0.03187642991542816,-0.28187645971775055,nan,nan
2625000,4,153.25513135117944,90.83300706059455,99.75,33.69254368551,0.25,0.75,0.75,0.0,24.510227623628452,5.346064560115337,0.0801418125629425,-0.16985821723937988,310.421103679575,158.0
2650000,4,153.76482293428853,91.5604139783683,100.25,33.973335132129726,0.25,0.75,0.75,0.0,23.018805343657732,5.3144960179924965,0.07519955933094025,-0.17480048537254333,312.1711154785007,159.0
2675000,4,103.07793441787362,4.14443158559977,81.375,3.276335605520289,0.0,1.0,1.0,0.0,19.920295501477085,6.825638294219971,-0.044202860444784164,-0.29420290514826775,nan,nan
2700000,4,163.47763251303695,83.4984464374638,107.75,36.62563992615009,0.375,0.625,0.875,0.0,23.68293453770457,4.600234299898148,0.03596007078886032,-0.21403995901346207,271.1363160206626,155.0
2725000,4,127.60279004847507,68.44340196551971,90.625,25.563340450731395,0.125,0.875,0.875,0.0,22.178254294674844,6.073328480124474,0.029217809438705444,-0.22078220546245575,308.37112712940143,158.0
2750000,4,195.38345395034412,99.26531477969515,118.5,39.75550276376844,0.5,0.5,0.625,0.0,25.102678117109463,3.8268565088510513,0.14093969017267227,-0.10906035453081131,293.9055329292314,158.25
2775000,4,144.6690638116561,76.16532217003362,98.5,32.668792447839266,0.25,0.75,0.875,0.0,23.63041523913853,5.378902040421963,0.032495222985744476,-0.2175048068165779,276.3311198092997,155.0
2800000,4,126.97462443797849,69.0946065537814,90.375,26.014118762702687,0.125,0.875,0.875,0.0,24.06490178965032,6.107879750430584,0.0162549689412117,-0.2337450310587883,309.51167390681803,159.0
2825000,4,148.76019471534528,84.51257157739175,100.25,33.67398847775535,0.25,0.75,0.75,0.0,21.642279765568674,5.306866802275181,0.05016043037176132,-0.19983961433172226,294.71830925438553,158.5
2850000,4,179.3053599060513,101.17282155074447,109.625,38.548467868386155,0.375,0.625,0.625,0.0,23.182257113046944,4.577326312661171,0.15393457561731339,-0.096065454185009,309.7241414152086,159.33333333333334
2875000,4,147.82282986816972,81.51198814918416,99.25,33.41313364531977,0.25,0.75,0.875,0.0,24.55023457016796,5.361723348498344,0.05284152179956436,-0.19715850800275803,288.51500425670383,157.0
2900000,4,174.8571012780303,97.09506419935335,109.25,38.06491166415601,0.375,0.625,0.625,0.0,22.79082789691165,4.57792317122221,0.10196933895349503,-0.14803069084882736,299.86682799085975,158.33333333333334
2925000,4,149.68695540120825,89.04436316366775,99.25,34.52806829233283,0.25,0.75,0.75,0.0,24.44834011537023,5.4023865312337875,0.058666445314884186,-0.19133362919092178,303.8341899625957,159.0
2950000,4,204.82740754738916,103.13446910801494,120.125,38.917982668684154,0.5,0.5,0.5,0.0,22.891298925271258,3.7278304249048233,0.21699221432209015,-0.033007800579071045,307.83206705213524,159.0
2975000,4,126.34318119834643,70.92362001831921,89.875,26.63380136217885,0.125,0.875,0.875,0.0,23.790917056030594,6.163080267608166,0.020048514008522034,-0.22995151579380035,313.7381153088063,160.0
3000000,4,149.64734347292688,83.63198217304411,100.625,34.025495955239215,0.25,0.75,0.75,0.0,22.11582692619413,5.292915038764477,0.05208650231361389,-0.1979135125875473,294.3024743758142,159.5
3025000,4,99.06177870184183,3.7363212586664036,79.5,2.3979157616563596,0.0,1.0,1.0,0.0,20.38454272900708,6.987743139266968,-0.05345135182142258,-0.30345138162374496,nan,nan
3050000,4,103.19756883848459,4.144122961206583,81.625,1.9324531042175384,0.0,1.0,1.0,0.0,23.375730699975975,6.803250730037689,-0.044430896639823914,-0.2944309413433075,nan,nan
3075000,4,180.27717954711989,104.48928402056909,109.5,39.90300740545755,0.375,0.625,0.625,0.0,23.6512398684863,4.6525013744831085,0.16890673339366913,-0.08109331130981445,315.0765882283449,161.0
3100000,4,181.30154464114457,105.03634751407513,109.875,39.63406836296269,0.375,0.625,0.625,0.0,24.49753137375228,4.611112296581268,0.17626310884952545,-0.07373690605163574,316.8579907367627,161.0
